url,mmsi,Bjorn Bergman,Vaida Lilionyte,Alisun Meske
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6680,366748260,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6681,366840330,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6682,366903030,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6683,367049000,,military,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6684,367111870,,not_known,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6685,367424360,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6686,367532830,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6687,367545060,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6688,367578770,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6689,367595180,,http://www.marinetraffic.com/en/ais/details/ships/367595180,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6690,367625820,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6691,368247000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6692,371993000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6693,372815000,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6694,373014000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6695,375226000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6696,378158000,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6697,403117000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6698,403289000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6699,403702310,,Construction Maintenance Vessels,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6700,408327000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6701,41202506,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6702,412055008,,bad_data,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6703,412205651,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6704,412214558,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6705,412258000,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6706,412281451,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6707,412284636,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6708,412330291,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6709,412331957,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6710,412349395,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6711,412354920,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6712,412416298,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6713,412422173,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6714,412422926,,bad_data,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6715,412423257,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6716,412431147,,bad_data,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6717,412437777,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6718,412438123,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6719,412438724,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6720,412450642,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6721,412450765,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6722,412451798,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6723,412460206,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6724,412474090,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6725,413021007,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6726,413053560,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6727,413203840,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6728,413275972,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6729,413286900,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6730,413352290,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6731,413355540,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6732,413405390,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6733,413412620,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6734,413455660,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6735,413468210,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6736,413699920,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6737,413760167,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6738,413762174,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6739,413763442,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6740,413767114,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6741,413769099,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6742,413769342,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6743,413772262,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6744,413780451,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6745,413786661,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6746,413789241,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6747,413789424,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6748,413801486,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6749,413806106,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6750,413807511,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6751,413810157,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6752,413812104,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6753,413815211,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6754,413818555,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6755,413819268,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6756,413821764,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6757,413824535,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6758,413824757,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6759,413825093,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6760,413825466,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6761,413827536,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6762,413828158,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6763,413900085,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6764,413902547,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6765,413902616,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6766,413902945,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6767,413906419,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6768,413948000,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6769,413994918,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6770,414001075,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6771,414759000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6772,416000487,,bad_data,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6773,416004693,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6774,416039500,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6775,416458613,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6776,419000883,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6777,419095500,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6778,422041200,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6779,423191100,,bad_data,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6780,423357100,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6781,431680066,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6782,432525000,,bad_data,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6783,432996000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6784,440100890,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6785,440120270,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6786,440133360,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6787,440154490,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6788,440216160,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6789,440322840,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6790,441192000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6791,441782000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6792,445184000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6793,457688000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6794,477144400,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6795,477242400,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6796,477257800,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6797,477413400,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6798,477454600,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6799,477477100,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6800,477726600,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6801,477767600,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6802,503000050,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6803,503408000,,,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6804,503457800,,Passenger,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6805,503538700,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6806,510851668,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6807,515321000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6808,538004593,,Cargo_Tanker,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6809,538004788,,Tug_Pilot_Supply,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6810,540010800,,Longliner,Purse seine
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6811,563529000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6812,565017000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6813,565736000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6814,566885000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6815,574100006,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6816,622122402,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6817,636011247,,pleasure ,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6818,636090655,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6819,636091349,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6820,671638000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6821,710005981,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6822,710008410,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6823,714430001,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6824,725001123,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6825,770576229,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6826,900003051,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6827,900030051,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6828,900032011,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6829,91602,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6558,10000000,bad_data,bad_data,bad_data
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6559,111666888,bad_data,bad_data,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6560,205203890,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6561,205224490,Tug_Pilot_Supply,tug,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6562,205278690,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6563,205432790,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6564,205484990,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6565,207829830,Trawler,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6566,209250000,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6567,209272000,Tug_Pilot_Supply,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6568,210493000,Cargo_Tanker,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6569,211123610,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6570,211191060,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6571,211210910,,military,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6572,211219330,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6573,211223790,,claims to be passenger but similar to fishing,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6574,211538610,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6575,211626470,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6576,211669240,,dredgers,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6577,215450000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6578,219017917,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6579,219324000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6580,224196000,,Purse seine,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6581,224330760,,not_known,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6582,227180930,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6583,227317660,,very small fishing vessel,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6584,227789190,,Cargo_Tanker,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6585,227790860,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6586,228317000,,small fishing vessel,Pots_and_traps
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6587,229037000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6588,229199000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6589,229368000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6590,230125940,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6591,230654000,,rescue ,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6592,232003427,,Purse seine,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6593,2323112,,reefers,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6594,234180000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6595,235000322,,patrol ,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6596,235004244,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6597,235021371,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6598,235052172,,survey ,Dredger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6599,235053796,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6600,235062382,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6601,235093608,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6602,235095796,,Tug_Pilot_Supply,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6603,235101302,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6604,235102119,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6605,237005100,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6606,238603140,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6607,238794240,,Purse seine,Purse seine
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6608,240971000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6609,241375000,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6610,244132000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6611,244155000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6612,244615515,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6613,244650956,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6614,244660655,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6615,244690647,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6616,244700601,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6617,244700955,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6618,244730085,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6619,244740130,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6620,244750489,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6621,244770433,,pleasure,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6622,244770751,,pleasure,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6623,244780400,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6624,244790786,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6625,245078000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6626,245726000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6627,247051770,,Purse seine,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6628,247056700,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6629,247101610,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6630,247140370,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6631,247223780,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6632,247229700,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6633,247238900,,not_known,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6634,247323200,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6635,247353600,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6636,251833940,,dredger ,Dredger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6637,255805540,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6638,255805684,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6639,256221000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6640,257188000,,Tug_Pilot_Supply,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6641,258849000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6642,259244000,,longliner?,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6643,259674000,,"claims to be cargo, but looks like ferry to me",Passenger
